mun_cod;municipio;uf;pais
291280;IBIRAPUA;BA;Brasil
520530;CAVALCANTE;GO;Brasil
313130;IPATINGA;MG;Brasil
320160;CONCEICAO DA BARRA;ES;Brasil
315700;SALINAS;MG;Brasil
110145;PARECIS;RO;Brasil
230435;FORQUILHA;CE;Brasil
241142;SANTANA DO SERIDO;RN;Brasil
251360;SANTANA DOS GARROTES;PB;Brasil
353715;PEDRINHAS PAULISTA;SP;Brasil
510395;GLORIA D'OESTE;MT;Brasil
520552;COLINAS DO SUL;GO;Brasil
230100;AQUIRAZ;CE;Brasil
230340;CARNAUBAL;CE;Brasil
230570;IPAUMIRIM;CE;Brasil
230840;MISSAO VELHA;CE;Brasil
353230;NATIVIDADE DA SERRA;SP;Brasil
353590;PARANAPUA;SP;Brasil
353810;PINDORAMA;SP;Brasil
354075;POTIM;SP;Brasil
354270;RESTINGA;SP;Brasil
354515;SALTINHO;SP;Brasil
354710;SANTA MERCEDES;SP;Brasil
231126;QUITERIANOPOLIS;CE;Brasil
231395;VARJOTA;CE;Brasil
240320;DOUTOR SEVERIANO;RN;Brasil
240750;MAXARANGUAPE;RN;Brasil
241110;RUY BARBOSA;RN;Brasil
250050;ALAGOINHA;PB;Brasil
250485;COXIXOLA;PB;Brasil
250910;MARI;PB;Brasil
251398;SAO FRANCISCO;PB;Brasil
270770;RIO LARGO;AL;Brasil
777777;MUNALZIRA;AZ;Brasil
251270;REMIGIO;PB;Brasil
330455;RIO DE JANEIRO;RJ;Brasil
421080;MELEIRO;SC;Brasil
290380;BOA VISTA DO TUPIM;BA;Brasil
293350;WENCESLAU GUIMARAES;BA;Brasil
260790;JABOATAO DOS GUARARAPES;PE;Brasil
421300;PINHEIRO PRETO;SC;Brasil
311930;COROMANDEL;MG;Brasil
290120;ANAGE;BA;Brasil
110034;ALVORADA D'OESTE;RO;Brasil
120033;MANCIO LIMA;AC;Brasil
150178;BREU BRANCO;PA;Brasil
290670;CANDIDO SALES;BA;Brasil
291120;GANDU;BA;Brasil
291560;ITAMARAJU;BA;Brasil
292010;MAIRI;BA;Brasil
292370;PARATINGA;BA;Brasil
350170;AMERICO BRASILIENSE;SP;Brasil
350990;CANANEIA;SP;Brasil
351750;GUAPIACU;SP;Brasil
420170;ASCURRA;SC;Brasil
420417;CERRO NEGRO;SC;Brasil
420785;IRATI;SC;Brasil
291990;MACURURE;BA;Brasil
411430;MANDIRITUBA;PR;Brasil
351660;GALIA;SP;Brasil
353520;PALMEIRA D'OESTE;SP;Brasil
354200;QUINTANA;SP;Brasil
354570;SANTA ALBERTINA;SP;Brasil
355340;TANABI;SP;Brasil
330450;RIO DAS FLORES;RJ;Brasil
350140;ALVARO DE CARVALHO;SP;Brasil
350430;AVAI;SP;Brasil
350720;BORA;SP;Brasil
355000;SAO LUIS DO PARAITINGA;SP;Brasil
355460;TIMBURI;SP;Brasil
355680;VIRADOURO;SP;Brasil
410540;CHOPINZINHO;PR;Brasil
260440;CHA DE ALEGRIA;PE;Brasil
261060;PAUDALHO;PE;Brasil
261640;VITORIA DE SANTO ANTAO;PE;Brasil
270270;FELIZ DESERTO;AL;Brasil
291085;FILADELFIA;BA;Brasil
292520;POJUCA;BA;Brasil
292960;SAPEACU;BA;Brasil
293360;XIQUE-XIQUE;BA;Brasil
421130;NAVEGANTES;SC;Brasil
421400;PRESIDENTE GETULIO;SC;Brasil
421780;TAIO;SC;Brasil
421970;XAXIM;SC;Brasil
351370;DESCALVADO;SP;Brasil
110060;CACAULANDIA;RO;Brasil
150293;DOM ELISEU;PA;Brasil
150746;SAO JOAO DA PONTA;PA;Brasil
351170;CHARQUEADA;SP;Brasil
351490;ELIAS FAUSTO;SP;Brasil
351760;GUAPIARA;SP;Brasil
352030;IGUAPE;SP;Brasil
352215;ITAOCA;SP;Brasil
352630;LAGOINHA;SP;Brasil
352965;MESOPOLIS;SP;Brasil
352230;ITAPETININGA;SP;Brasil
539933;SETOR DE INDUSTRIA E ABASTECIMENTO;DF;Brasil
290300;BARRA DO MENDES;BA;Brasil
290570;CAMACARI;BA;Brasil
292925;SAO GABRIEL;BA;Brasil
421795;TIGRINHOS;SC;Brasil
353215;NANTES;SP;Brasil
353710;PEDREIRA;SP;Brasil
350200;ANALANDIA;SP;Brasil
351100;CASTILHO;SP;Brasil
412880;XAMBRE;PR;Brasil
420350;CAMPO ERE;SC;Brasil
420845;ITAPOA;SC;Brasil
421225;PASSO DE TORRES;SC;Brasil
421830;TRES BARRAS;SC;Brasil
210047;ALTO ALEGRE DO PINDARE;MA;Brasil
210520;IGARAPE GRANDE;MA;Brasil
210950;RIACHAO;MA;Brasil
210945;RAPOSA;MA;Brasil
352530;JAU;SP;Brasil
353380;OLEO;SP;Brasil
510719;RIBEIRAOZINHO;MT;Brasil
520150;APORE;GO;Brasil
520590;CORUMBAIBA;GO;Brasil
521305;MIMOSO DE GOIAS;GO;Brasil
521839;PROFESSOR JAMIL;GO;Brasil
520055;ALTO HORIZONTE;GO;Brasil
520430;CACU;GO;Brasil
520660;CUMARI;GO;Brasil
521030;ISRAELANDIA;GO;Brasil
521450;NEROPOLIS;GO;Brasil
521640;PARAUNA;GO;Brasil
290800;COARACI;BA;Brasil
292320;OLIVEIRA DOS BREJINHOS;BA;Brasil
500295;CHAPADAO DO SUL;MS;Brasil
500625;NOVO HORIZONTE DO SUL;MS;Brasil
510125;ARAPUTANGA;MT;Brasil
510450;INDIAVAI;MT;Brasil
510622;NOVA MUTUM;MT;Brasil
510775;SALTO DO CEU;MT;Brasil
522100;TAQUARAL DE GOIAS;GO;Brasil
150430;MARACANA;PA;Brasil
150309;GOIANESIA DO PARA;PA;Brasil
500220;BONITO;MS;Brasil
510263;CAMPO NOVO DO PARECIS;MT;Brasil
520650;CROMINIA;GO;Brasil
261600;VENTUROSA;PE;Brasil
260740;ITACURUBA;PE;Brasil
420395;CAPIVARI DE BAIXO;SC;Brasil
431238;MONTE BELO DO SUL;RS;Brasil
220020;AGUA BRANCA;PI;Brasil
150360;ITAITUBA;PA;Brasil
250470;CONGO;PB;Brasil
420945;LAJEADO GRANDE;SC;Brasil
150040;ALENQUER;PA;Brasil
241160;SAO BENTO DO NORTE;RN;Brasil
292303;NOVO HORIZONTE;BA;Brasil
293270;URUCUCA;BA;Brasil
420535;FLOR DO SERTAO;SC;Brasil
520780;FIRMINOPOLIS;GO;Brasil
210675;MIRANDA DO NORTE;MA;Brasil
210390;DUQUE BACELAR;MA;Brasil
290830;CONCEICAO DO ALMEIDA;BA;Brasil
150300;FARO;PA;Brasil
521930;SANTA HELENA DE GOIAS;GO;Brasil
292290;NOVA SOURE;BA;Brasil
521385;MORRO AGUDO DE GOIAS;GO;Brasil
539901;AGUAS CLARAS;DF;Brasil
539928;ITAPOA;DF;Brasil
539930;JARDIM BOTANICO;DF;Brasil
539913;PARK WAY;DF;Brasil
539917;RIACHO FUNDO II;DF;Brasil
539929;SCIA-ESTRUTURAL;DF;Brasil
539922;SOBRADINHO II;DF;Brasil
539931;SUDOESTE/OCTOGONAL;DF;Brasil
539925;VARJAO;DF;Brasil
539934;VICENTE PIRES;DF;Brasil
510250;CACERES;MT;Brasil
421895;URUPEMA;SC;Brasil
420140;ARARANGUA;SC;Brasil
510670;PONTE BRANCA;MT;Brasil
520425;CACHOEIRA DOURADA;GO;Brasil
210810;PAULO RAMOS;MA;Brasil
260200;BODOCO;PE;Brasil
150180;BREVES;PA;Brasil
290750;CATU;BA;Brasil
250440;CONCEICAO;PB;Brasil
520890;GOIAS;GO;Brasil
260640;GRAVATA;PE;Brasil
150540;OUREM;PA;Brasil
330390;PETROPOLIS;RJ;Brasil
220840;PIRIPIRI;PI;Brasil
261170;RIACHO DAS ALMAS;PE;Brasil
221000;SAO JOAO DO PIAUI;PI;Brasil
293010;SENHOR DO BONFIM;BA;Brasil
290130;ANDARAI;BA;Brasil
210130;BACURI;MA;Brasil
250060;ALHANDRA;PB;Brasil
431400;PARAI;RS;Brasil
521310;MINEIROS;GO;Brasil
520725;DOVERLANDIA;GO;Brasil
291960;MACAJUBA;BA;Brasil
150050;ALMEIRIM;PA;Brasil
150390;JURUTI;PA;Brasil
251470;SAO JOSE DO SABUGI;PB;Brasil
211400;ZE DOCA;MA;Brasil
354100;PRAIA GRANDE;SP;Brasil
220830;PIRACURUCA;PI;Brasil
230780;MARCO;CE;Brasil
353760;PERUIBE;SP;Brasil
231130;QUIXADA;CE;Brasil
251610;SOLEDADE;PB;Brasil
290390;BOM JESUS DA LAPA;BA;Brasil
150010;ABAETETUBA;PA;Brasil
292870;SANTO ANTONIO DE JESUS;BA;Brasil
330360;PARACAMBI;RJ;Brasil
351350;CUBATAO;SP;Brasil
420240;BLUMENAU;SC;Brasil
353650;PAULINIA;SP;Brasil
354870;SAO BERNARDO DO CAMPO;SP;Brasil
330350;NOVA IGUACU;RJ;Brasil
350940;CAJURU;SP;Brasil
354980;SAO JOSE DO RIO PRETO;SP;Brasil
230870;MORADA NOVA;CE;Brasil
150680;SANTAREM;PA;Brasil
210980;SANTA HELENA;MA;Brasil
241440;TOUROS;RN;Brasil
270280;FLEXEIRAS;AL;Brasil
510480;JACIARA;MT;Brasil
351740;GUAIRA;SP;Brasil
352550;JOANOPOLIS;SP;Brasil
352510;JARDINOPOLIS;SP;Brasil
210780;PARNARAMA;MA;Brasil
350410;ATIBAIA;SP;Brasil
210467;GOVERNADOR NUNES FREIRE;MA;Brasil
352044;ILHA SOLTEIRA;SP;Brasil
521740;PIRES DO RIO;GO;Brasil
510340;CUIABA;MT;Brasil
351620;FRANCA;SP;Brasil
313670;JUIZ DE FORA;MG;Brasil
420930;LAGES;SC;Brasil
290760;CENTRAL;BA;Brasil
510618;NOVA LACERDA;MT;Brasil
420110;ANITAPOLIS;SC;Brasil
292980;SAUDE;BA;Brasil
150400;LIMOEIRO DO AJURU;PA;Brasil
150440;MARAPANIM;PA;Brasil
150445;MEDICILANDIA;PA;Brasil
150450;MELGACO;PA;Brasil
150500;NOVA TIMBOTEUA;PA;Brasil
150530;ORIXIMINA;PA;Brasil
150543;OURILANDIA DO NORTE;PA;Brasil
150549;PALESTINA DO PARA;PA;Brasil
150555;PAU D'ARCO;PA;Brasil
150560;PEIXE-BOI;PA;Brasil
150580;PORTEL;PA;Brasil
150590;PORTO DE MOZ;PA;Brasil
150600;PRAINHA;PA;Brasil
150611;QUATIPURU;PA;Brasil
150618;RONDON DO PARA;PA;Brasil
150620;SALINOPOLIS;PA;Brasil
150630;SALVATERRA;PA;Brasil
150655;SANTA LUZIA DO PARA;PA;Brasil
150660;SANTA MARIA DO PARA;PA;Brasil
150690;SANTAREM NOVO;PA;Brasil
150715;SAO DOMINGOS DO ARAGUAIA;PA;Brasil
150720;SAO DOMINGOS DO CAPIM;PA;Brasil
150730;SAO FELIX DO XINGU;PA;Brasil
150740;SAO FRANCISCO DO PARA;PA;Brasil
150747;SAO JOAO DE PIRABAS;PA;Brasil
150750;SAO JOAO DO ARAGUAIA;PA;Brasil
150775;SAPUCAIA;PA;Brasil
150790;SOURE;PA;Brasil
150795;TAILANDIA;PA;Brasil
150800;TOME-ACU;PA;Brasil
150805;TRAIRAO;PA;Brasil
150808;TUCUMA;PA;Brasil
150830;VISEU;PA;Brasil
160010;AMAPA;AP;Brasil
160020;CALCOENE;AP;Brasil
160021;CUTIAS;AP;Brasil
160025;ITAUBAL;AP;Brasil
160027;LARANJAL DO JARI;AP;Brasil
160053;PORTO GRANDE;AP;Brasil
160060;SANTANA;AP;Brasil
170025;ABREULANDIA;TO;Brasil
170030;AGUIARNOPOLIS;TO;Brasil
170040;ALMAS;TO;Brasil
170100;ANANAS;TO;Brasil
170110;APARECIDA DO RIO NEGRO;TO;Brasil
170130;ARAGOMINAS;TO;Brasil
170210;ARAGUAINA;TO;Brasil
170215;ARAGUANA;TO;Brasil
170240;ARRAIAS;TO;Brasil
170255;AUGUSTINOPOLIS;TO;Brasil
170290;AXIXA DO TOCANTINS;TO;Brasil
170300;BABACULANDIA;TO;Brasil
170310;BARROLANDIA;TO;Brasil
170386;CARIRI DO TOCANTINS;TO;Brasil
170389;CARRASCO BONITO;TO;Brasil
170410;CENTENARIO;TO;Brasil
170510;CHAPADA DA NATIVIDADE;TO;Brasil
170550;COLINAS DO TOCANTINS;TO;Brasil
170555;COMBINADO;TO;Brasil
170625;CRIXAS DO TOCANTINS;TO;Brasil
170650;DARCINOPOLIS;TO;Brasil
170730;DUERE;TO;Brasil
170740;ESPERANTINA;TO;Brasil
170755;FATIMA;TO;Brasil
170825;FORTALEZA DO TABOCAO;TO;Brasil
170930;GUARAI;TO;Brasil
171050;ITACAJA;TO;Brasil
171090;ITAPIRATINS;TO;Brasil
171110;ITAPORA DO TOCANTINS;TO;Brasil
171180;JUARINA;TO;Brasil
171190;LAGOA DA CONFUSAO;TO;Brasil
171215;LAVANDEIRA;TO;Brasil
171250;MARIANOPOLIS DO TOCANTINS;TO;Brasil
171280;MAURILANDIA DO TOCANTINS;TO;Brasil
171320;MIRACEMA DO TOCANTINS;TO;Brasil
171370;MONTE SANTO DO TOCANTINS;TO;Brasil
171395;MURICILANDIA;TO;Brasil
171515;NOVO ALEGRE;TO;Brasil
171525;NOVO JARDIM;TO;Brasil
171570;PALMEIRANTE;TO;Brasil
171575;PALMEIROPOLIS;TO;Brasil
171660;PEIXE;TO;Brasil
171665;PEQUIZEIRO;TO;Brasil
171720;PIRAQUE;TO;Brasil
171750;PIUM;TO;Brasil
171800;PORTO ALEGRE DO TOCANTINS;TO;Brasil
171820;PORTO NACIONAL;TO;Brasil
171850;RECURSOLANDIA;TO;Brasil
171870;RIO DOS BOIS;TO;Brasil
171884;SANDOLANDIA;TO;Brasil
250490;CRUZ DO ESPIRITO SANTO;PB;Brasil
250530;CURRAL VELHO;PB;Brasil
250560;DIAMANTE;PB;Brasil
250580;DUAS ESTRADAS;PB;Brasil
250625;GADO BRAVO;PB;Brasil
250710;ITAPOROROCA;PB;Brasil
250760;JUAREZ TAVORA;PB;Brasil
250800;JURU;PB;Brasil
250840;LASTRO;PB;Brasil
250860;LUCENA;PB;Brasil
250880;MALTA;PB;Brasil
250915;MARIZOPOLIS;PB;Brasil
250933;MATINHAS;PB;Brasil
250960;MONTE HOREBE;PB;Brasil
250990;NATUBA;PB;Brasil
251020;NOVA OLINDA;PB;Brasil
251060;OURO VELHO;PB;Brasil
251100;PEDRA BRANCA;PB;Brasil
251170;PILOEZINHOS;PB;Brasil
251240;PUXINANA;PB;Brasil
251272;PEDRO REGIS;PB;Brasil
251278;RIACHO DE SANTO ANTONIO;PB;Brasil
251310;SALGADO DE SAO FELIX;PB;Brasil
251335;SANTA INES;PB;Brasil
251392;SAO BENTINHO;PB;Brasil
251400;SAO JOAO DO CARIRI;PB;Brasil
251460;SAO JOSE DO BONFIM;PB;Brasil
251480;SAO JOSE DOS CORDEIROS;PB;Brasil
251520;SAO SEBASTIAO DO UMBUZEIRO;PB;Brasil
251590;SERRARIA;PB;Brasil
251600;SOLANEA;PB;Brasil
251650;TAPEROA;PB;Brasil
251675;TENORIO;PB;Brasil
251720;VIEIROPOLIS;PB;Brasil
260010;AFOGADOS DA INGAZEIRA;PE;Brasil
260050;AGUAS BELAS;PE;Brasil
260080;ALTINHO;PE;Brasil
260110;ARARIPINA;PE;Brasil
260140;BARREIROS;PE;Brasil
260180;BETANIA;PE;Brasil
260300;CABROBO;PE;Brasil
260320;CAETES;PE;Brasil
260360;CAMUTANGA;PE;Brasil
260392;CARNAUBEIRA DA PENHA;PE;Brasil
260430;CEDRO;PE;Brasil
260470;CORRENTES;PE;Brasil
260500;CUPIRA;PE;Brasil
260530;EXU;PE;Brasil
260545;FERNANDO DE NORONHA;PE;Brasil
260590;GAMELEIRA;PE;Brasil
260620;GOIANA;PE;Brasil
260670;IBIRAJUBA;PE;Brasil
260710;INGAZEIRA;PE;Brasil
260750;ITAIBA;PE;Brasil
260770;ITAPETIM;PE;Brasil
260820;JOAQUIM NABUCO;PE;Brasil
260880;LAJEDO;PE;Brasil
260920;MARAIAL;PE;Brasil
260950;NAZARE DA MATA;PE;Brasil
260990;OURICURI;PE;Brasil
261050;PASSIRA;PE;Brasil
261100;PETROLANDIA;PE;Brasil
261150;QUIPAPA;PE;Brasil
261180;RIBEIRAO;PE;Brasil
261220;SALGUEIRO;PE;Brasil
261245;SANTA CRUZ;PE;Brasil
261260;SANTA MARIA DA BOA VISTA;PE;Brasil
261300;SAO BENTO DO UNA;PE;Brasil
261350;SAO JOSE DO BELMONTE;PE;Brasil
261380;SAO VICENTE FERRER;PE;Brasil
261430;MOREILANDIA;PE;Brasil
261460;TABIRA;PE;Brasil
261485;TAMANDARE;PE;Brasil
261530;TIMBAUBA;PE;Brasil
261560;TRINDADE;PE;Brasil
261590;TUPARETAMA;PE;Brasil
420680;IBICARE;SC;Brasil
420700;ICARA;SC;Brasil
420720;IMARUI;SC;Brasil
420750;INDAIAL;SC;Brasil
420760;IPIRA;SC;Brasil
420768;IPUACU;SC;Brasil
420770;IPUMIRIM;SC;Brasil
420800;ITA;SC;Brasil
420830;ITAPEMA;SC;Brasil
420840;ITAPIRANGA;SC;Brasil
420880;JAGUARUNA;SC;Brasil
420900;JOACABA;SC;Brasil
420910;JOINVILLE;SC;Brasil
420917;JUPIA;SC;Brasil
420920;LACERDOPOLIS;SC;Brasil
420950;LAURENTINO;SC;Brasil
420960;LAURO MULLER;SC;Brasil
312700;FRONTEIRA;MG;Brasil
312707;FRUTA DE LEITE;MG;Brasil
312730;GALILEIA;MG;Brasil
312737;GOIABEIRA;MG;Brasil
312738;GOIANA;MG;Brasil
312750;GONZAGA;MG;Brasil
312780;GRAO MOGOL;MG;Brasil
312810;GUAPE;MG;Brasil
312820;GUARACIABA;MG;Brasil
312830;GUARANESIA;MG;Brasil
312840;GUARANI;MG;Brasil
312860;GUARDA-MOR;MG;Brasil
312870;GUAXUPE;MG;Brasil
312890;GUIMARANIA;MG;Brasil
312930;IAPU;MG;Brasil
312965;IBIRACATU;MG;Brasil
313005;ICARAI DE MINAS;MG;Brasil
313030;IGUATAMA;MG;Brasil
313040;IJACI;MG;Brasil
313050;ILICINEA;MG;Brasil
313060;INCONFIDENTES;MG;Brasil
313070;INDIANOPOLIS;MG;Brasil
313080;INGAI;MG;Brasil
313115;IPABA;MG;Brasil
313140;IPIACU;MG;Brasil
313150;IPUIUNA;MG;Brasil
313190;ITABIRITO;MG;Brasil
313220;ITAGUARA;MG;Brasil
313230;ITAIPE;MG;Brasil
313260;ITAMARATI DE MINAS;MG;Brasil
313270;ITAMBACURI;MG;Brasil
313280;ITAMBE DO MATO DENTRO;MG;Brasil
313300;ITAMONTE;MG;Brasil
313320;ITANHOMI;MG;Brasil
313340;ITAPAGIPE;MG;Brasil
313370;ITATIAIUCU;MG;Brasil
313380;ITAUNA;MG;Brasil
313410;ITUETA;MG;Brasil
313430;ITUMIRIM;MG;Brasil
313440;ITURAMA;MG;Brasil
313460;JABOTICATUBAS;MG;Brasil
313470;JACINTO;MG;Brasil
313490;JACUTINGA;MG;Brasil
313535;JAPONVAR;MG;Brasil
313545;JENIPAPO DE MINAS;MG;Brasil
313550;JEQUERI;MG;Brasil
313570;JEQUITIBA;MG;Brasil
316805;TAPARUBA;MG;Brasil
316820;TAPIRAI;MG;Brasil
316830;TAQUARACU DE MINAS;MG;Brasil
316880;TIRADENTES;MG;Brasil
316890;TIROS;MG;Brasil
316905;TOCOS DO MOJI;MG;Brasil
316935;TRES MARIAS;MG;Brasil
316940;TRES PONTAS;MG;Brasil
316950;TUMIRITINGA;MG;Brasil
316980;TURVOLANDIA;MG;Brasil
317000;UBAI;MG;Brasil
317030;UMBURATIBA;MG;Brasil
317040;UNAI;MG;Brasil
317052;URUCUIA;MG;Brasil
317065;VARGEM GRANDE DO RIO PARDO;MG;Brasil
317070;VARGINHA;MG;Brasil
317075;VARJAO DE MINAS;MG;Brasil
317090;VARZELANDIA;MG;Brasil
317103;VERDELANDIA;MG;Brasil
317110;VERISSIMO;MG;Brasil
317120;VESPASIANO;MG;Brasil
317150;MATHIAS LOBATO;MG;Brasil
317170;VIRGINIA;MG;Brasil
317190;VIRGOLANDIA;MG;Brasil
317220;WENCESLAU BRAZ;MG;Brasil
320010;AFONSO CLAUDIO;ES;Brasil
320013;AGUIA BRANCA;ES;Brasil
320016;AGUA DOCE DO NORTE;ES;Brasil
320030;ALFREDO CHAVES;ES;Brasil
320050;APIACA;ES;Brasil
320090;BARRA DE SAO FRANCISCO;ES;Brasil
320100;BOA ESPERANCA;ES;Brasil
320130;CARIACICA;ES;Brasil
320150;COLATINA;ES;Brasil
320180;DIVINO DE SAO LOURENCO;ES;Brasil
320190;DOMINGOS MARTINS;ES;Brasil
320200;DORES DO RIO PRETO;ES;Brasil
320230;GUACUI;ES;Brasil
320245;IBATIBA;ES;Brasil
320250;IBIRACU;ES;Brasil
320255;IBITIRAMA;ES;Brasil
320265;IRUPI;ES;Brasil
320270;ITAGUACU;ES;Brasil
320305;JAGUARE;ES;Brasil
320320;LINHARES;ES;Brasil
320332;MARATAIZES;ES;Brasil
320334;MARECHAL FLORIANO;ES;Brasil
320335;MARILANDIA;ES;Brasil
320350;MONTANHA;ES;Brasil
320380;MUQUI;ES;Brasil
320390;NOVA VENECIA;ES;Brasil
320405;PEDRO CANARIO;ES;Brasil
320410;PINHEIROS;ES;Brasil
320430;PRESIDENTE KENNEDY;ES;Brasil
320435;RIO BANANAL;ES;Brasil
280030;ARACAJU;SE;Brasil
280060;BARRA DOS COQUEIROS;SE;Brasil
280290;ITABAIANA;SE;Brasil
280310;ITABI;SE;Brasil
280350;LAGARTO;SE;Brasil
280370;MACAMBIRA;SE;Brasil
280400;MARUIM;SE;Brasil
280460;NOSSA SENHORA DAS DORES;SE;Brasil
280510;PEDRINHAS;SE;Brasil
280560;PORTO DA FOLHA;SE;Brasil
280650;SANTA ROSA DE LIMA;SE;Brasil
280670;SAO CRISTOVAO;SE;Brasil
290060;AIQUARA;BA;Brasil
290115;AMERICA DOURADA;BA;Brasil
290140;ANGICAL;BA;Brasil
290160;ANTAS;BA;Brasil
290180;ANTONIO GONCALVES;BA;Brasil
290260;BAIXA GRANDE;BA;Brasil
290323;BARRO ALTO;BA;Brasil
290350;BELO CAMPO;BA;Brasil
290400;BONINAL;BA;Brasil
290440;BREJOLANDIA;BA;Brasil
290490;CACHOEIRA;BA;Brasil
290560;CAMACAN;BA;Brasil
290590;CAMPO ALEGRE DE LOURDES;BA;Brasil
290682;CANUDOS;BA;Brasil
290685;CAPELA DO ALTO ALEGRE;BA;Brasil
290850;CONCEICAO DO JACUIPE;BA;Brasil
290930;CORRENTINA;BA;Brasil
290980;CRUZ DAS ALMAS;BA;Brasil
291020;DOM MACEDO COSTA;BA;Brasil
291125;GAVIAO;BA;Brasil
291210;IBICARAI;BA;Brasil
291250;IBIPITANGA;BA;Brasil
291260;IBIQUERA;BA;Brasil
291340;IGAPORA;BA;Brasil
291380;IPECAETA;BA;Brasil
291390;IPIAU;BA;Brasil
291510;ITAGI;BA;Brasil
291535;ITAGUACU DA BAHIA;BA;Brasil
291630;ITAPEBI;BA;Brasil
291780;JAGUARIPE;BA;Brasil
291810;JEREMOABO;BA;Brasil
291860;JUSSIAPE;BA;Brasil
291875;LAGOA REAL;BA;Brasil
291920;LAURO DE FREITAS;BA;Brasil
291940;LICINIO DE ALMEIDA;BA;Brasil
292160;MORPARA;BA;Brasil
292240;MUTUIPE;BA;Brasil
292250;NAZARE;BA;Brasil
292260;NILO PECANHA;BA;Brasil
292273;NOVA FATIMA;BA;Brasil
292470;PIRIPA;BA;Brasil
292540;POTIRAGUA;BA;Brasil
292560;PRESIDENTE DUTRA;BA;Brasil
292593;QUIXABEIRA;BA;Brasil
292730;SALINAS DA MARGARIDA;BA;Brasil
292790;SANTA INES;BA;Brasil
292830;SANTANOPOLIS;BA;Brasil
292910;SAO FELIPE;BA;Brasil
292935;SAO JOSE DA VITORIA;BA;Brasil
292937;SAO JOSE DO JACUIPE;BA;Brasil
411410;MANDAGUACU;PR;Brasil
411435;MANFRINOPOLIS;PR;Brasil
411440;MANGUEIRINHA;PR;Brasil
411460;MARECHAL CANDIDO RONDON;PR;Brasil
411470;MARIA HELENA;PR;Brasil
411500;MARILENA;PR;Brasil
411520;MARINGA;PR;Brasil
411530;MARIOPOLIS;PR;Brasil
411540;MARMELEIRO;PR;Brasil
411550;MARUMBI;PR;Brasil
411560;MATELANDIA;PR;Brasil
411580;MEDIANEIRA;PR;Brasil
411590;MIRADOR;PR;Brasil
411600;MIRASELVA;PR;Brasil
411620;MORRETES;PR;Brasil
411650;NOVA ALIANCA DO IVAI;PR;Brasil
411660;NOVA AMERICA DA COLINA;PR;Brasil
411670;NOVA AURORA;PR;Brasil
411690;NOVA ESPERANCA;PR;Brasil
411695;NOVA ESPERANCA DO SUDOESTE;PR;Brasil
411722;NOVA SANTA ROSA;PR;Brasil
411727;NOVA TEBAS;PR;Brasil
411740;OURIZONA;PR;Brasil
411745;OURO VERDE DO OESTE;PR;Brasil
411770;PALMEIRA;PR;Brasil
411810;PARANACITY;PR;Brasil
411820;PARANAGUA;PR;Brasil
411845;PATO BRAGADO;PR;Brasil
411850;PATO BRANCO;PR;Brasil
411860;PAULA FREITAS;PR;Brasil
411880;PEABIRU;PR;Brasil
411885;PEROBAL;PR;Brasil
411910;PIEN;PR;Brasil
411920;PINHALAO;PR;Brasil
411930;PINHAO;PR;Brasil
411940;PIRAI DO SUL;PR;Brasil
411960;PITANGA;PR;Brasil
411970;PLANALTINA DO PARANA;PR;Brasil
411995;PONTAL DO PARANA;PR;Brasil
412000;PORECATU;PR;Brasil
412015;PORTO BARREIRO;PR;Brasil
412035;PRANCHITA;PR;Brasil
412040;PRESIDENTE CASTELO BRANCO;PR;Brasil
412060;PRUDENTOPOLIS;PR;Brasil
412085;QUATRO PONTES;PR;Brasil
412090;QUEDAS DO IGUACU;PR;Brasil
412100;QUERENCIA DO NORTE;PR;Brasil
412125;RAMILANDIA;PR;Brasil
412130;RANCHO ALEGRE;PR;Brasil
412140;REALEZA;PR;Brasil
412150;REBOUCAS;PR;Brasil
412170;RESERVA;PR;Brasil
412190;RIBEIRAO DO PINHAL;PR;Brasil
412210;RIO BOM;PR;Brasil
412215;RIO BONITO DO IGUACU;PR;Brasil
412230;RIO NEGRO;PR;Brasil
412265;ROSARIO DO IVAI;PR;Brasil
412270;SABAUDIA;PR;Brasil
412290;SALTO DO ITARARE;PR;Brasil
412300;SALTO DO LONTRA;PR;Brasil
412340;SANTA FE;PR;Brasil
412350;SANTA HELENA;PR;Brasil
412370;SANTA ISABEL DO IVAI;PR;Brasil
412380;SANTA IZABEL DO OESTE;PR;Brasil
412385;SANTA MARIA DO OESTE;PR;Brasil
412390;SANTA MARIANA;PR;Brasil
313970;MARAVILHAS;MG;Brasil
313980;MAR DE ESPANHA;MG;Brasil
250523;CUITE DE MAMANGUAPE;PB;Brasil
251050;OLIVEDOS;PB;Brasil
251550;SERRA BRANCA;PB;Brasil
260290;CABO DE SANTO AGOSTINHO;PE;Brasil
260830;JUPI;PE;Brasil
261240;SANHARO;PE;Brasil
261500;TAQUARITINGA DO NORTE;PE;Brasil
270400;JUNQUEIRO;AL;Brasil
270870;SAO MIGUEL DOS MILAGRES;AL;Brasil
280520;PINHAO;SE;Brasil
280680;SAO DOMINGOS;SE;Brasil
290360;BIRITINGA;BA;Brasil
290770;CHORROCHO;BA;Brasil
291170;GUANAMBI;BA;Brasil
291620;ITAPE;BA;Brasil
292390;PAU BRASIL;BA;Brasil
292810;SANTA MARIA DA VITORIA;BA;Brasil
293290;VALENCA;BA;Brasil
